Plant Name,Plant Code,State,Sector Name,Prime Movers,Fuel Types
Broadalbin,61847,NY,Electric utility non-cogen,PV,SUN
Broadalbin-Perth Solar,61958,NY,Electric utility non-cogen,PV,SUN
Broadridge Cogen,57580,CA,Electric utility cogen,"IC,PV","NG,SUN"
"Broadridge Solar, LLC",61218,NC,Electric utility non-cogen,PV,SUN
"Broadway Solar Center, LLC",59762,NC,Electric utility non-cogen,PV,SUN
Brockelman,59241,MA,Electric utility non-cogen,PV,SUN
Bronson,61868,TX,Electric utility non-cogen,PV,SUN
Brook Street Solar 1 CSG,61008,MA,Electric utility non-cogen,PV,SUN
Brookfield Solar 2013 LLC,60613,MA,Electric utility non-cogen,PV,SUN
Brookfield Wire Company,63232,MA,Industrial non-cogen,PV,SUN
Brookside,60451,RI,Electric utility non-cogen,PV,SUN
Broome County,60507,NY,Electric utility non-cogen,PV,SUN
Browne Solar LLC,59361,MA,Electric utility non-cogen,PV,SUN
Bruce A Henry Solar Farm,58473,DE,Electric utility,PV,SUN
Brush Solar Center,61844,OR,Electric utility non-cogen,PV,SUN
Bryan Solar Field,58381,OH,Electric utility,PV,SUN
"Bryan Solar, LLC",58488,TX,Electric utility non-cogen,PV,SUN
Buckeye Union HS District 201,58037,AZ,Electric utility non-cogen,PV,SUN
Buckhorn Solar Plant,58600,UT,Electric utility non-cogen,PV,SUN
Buckingham Solar LLC,60917,VA,Electric utility non-cogen,PV,SUN
Buckleberry Solar,61693,NC,Electric utility non-cogen,PV,SUN
Buckthorn Westex,60044,TX,Electric utility non-cogen,PV,SUN
Buddy Solar,58735,NC,Electric utility non-cogen,PV,SUN
Buidling L,60154,CA,Electric utility non-cogen,PV,SUN
Building F,60151,CA,Electric utility non-cogen,PV,SUN
Building G,60153,CA,Electric utility non-cogen,PV,SUN
Bullock Road Solar 1,61010,MA,Electric utility non-cogen,PV,SUN
"Bullock Solar, LLC",61512,NC,Electric utility non-cogen,PV,SUN
"Bunn Level Farm, LLC",60636,NC,Electric utility non-cogen,PV,SUN
"Burgaw Solar, LLC",62240,NC,Electric utility non-cogen,PV,SUN
Burlington Coat Factory Solar,62712,NJ,Electric utility non-cogen,PV,SUN
Butler Plaza,58618,FL,Electric utility non-cogen,PV,SUN
Butler Solar Farm 20,59891,GA,Electric utility non-cogen,PV,SUN
Butler Solar Power Project,58959,MO,Electric utility non-cogen,PV,SUN
Butler Solar Project 103,59896,GA,Electric utility non-cogen,PV,SUN
Butte College Main Campus Solar,57970,CA,Commercial non-cogen,PV,SUN
CA Dept of Public Health at Richmond,60428,CA,Electric utility non-cogen,PV,SUN
"CA Flats Solar 130, LLC",60033,CA,Electric utility non-cogen,PV,SUN
"CA Flats Solar 150, LLC",60034,CA,Electric utility non-cogen,PV,SUN
"CB Bladen Solar, LLC",60402,NC,Electric utility non-cogen,PV,SUN
CBC Solar Energy Gen Fac Phase 2,59451,NC,Electric utility non-cogen,PV,SUN
CBP Solar,62613,NY,Electric utility non-cogen,PV,SUN
CBS Television City,58253,CA,Commercial non-cogen,PV,SUN
CCBC-Catonsville,60036,MD,Electric utility non-cogen,PV,SUN
CCG Marketing,62616,NJ,Electric utility non-cogen,PV,SUN
CCMUA,59248,NJ,Electric utility non-cogen,PV,SUN
CDCR (CA) - Corcoran State Prison,61620,CA,Electric utility non-cogen,PV,SUN
CDCR (CA) - Pleasant Valley State Prison,59748,CA,Electric utility non-cogen,PV,SUN
CDCR (CA) - Solano State Prison,61619,CA,Electric utility non-cogen,PV,SUN
CDCR (CA) - Wasco State Prison,61621,CA,Electric utility non-cogen,PV,SUN
"CEC Solar #1117, LLC",60801,CO,Electric utility non-cogen,PV,SUN
CED Avenal,60077,CA,Electric utility non-cogen,PV,SUN
CED Chicopee Solar,61602,MA,Electric utility non-cogen,PV,SUN
CED Ducor 1,60078,CA,Electric utility non-cogen,PV,SUN
CED Ducor 2,60079,CA,Electric utility non-cogen,PV,SUN
CED Ducor 3,60080,CA,Electric utility non-cogen,PV,SUN
CED Ducor 4,60081,CA,Electric utility non-cogen,PV,SUN
CED Foster,61499,RI,Electric utility non-cogen,PV,SUN
CED Northampton Solar LLC,62695,MA,Electric utility non-cogen,PV,SUN
"CED Westfield Solar, LLC",60274,MA,Electric utility non-cogen,PV,SUN
CES Cherry Hill Solar,60201,NJ,Electric utility non-cogen,PV,SUN
CES Sterling LLC,58387,MA,Electric utility non-cogen,PV,SUN
CES VMT Solar,60029,MD,Electric utility non-cogen,PV,SUN
"CF Novel Solar CSG Gardens Eleven, LLC",61141,MN,Electric utility non-cogen,PV,SUN
"CF Novel Solar CSG Gardens Five, LLC",61543,MN,Electric utility non-cogen,PV,SUN
"CF Novel Solar CSG Gardens Seven, LLC",61548,MN,Electric utility non-cogen,PV,SUN
"CF Novel Solar CSG Gardens Two, LLC",61140,MN,Electric utility non-cogen,PV,SUN
CFW Solar X LLC - Vaughn,62378,CA,Electric utility non-cogen,PV,SUN
"CGSun, LLC Community Solar",61545,MN,Electric utility non-cogen,PV,SUN
CID Solar (CA),63204,CA,Electric utility non-cogen,PV,SUN
"CID Solar, LLC",59183,CA,Electric utility non-cogen,PV,SUN
"CJ Solar I, LLC",61719,NY,Electric utility non-cogen,PV,SUN
CM10,56944,NV,Electric utility non-cogen,PV,SUN
CM48,57205,NV,Electric utility non-cogen,PV,SUN
CMEEC - Bozrah,60225,CT,Electric utility non-cogen,PV,SUN
CMEEC - Navy NE Trident,60608,CT,Electric utility non-cogen,PV,SUN
CMEEC - Norwich Stott St Solar Hybrid,60609,CT,Electric utility non-cogen,PV,SUN
CMEEC - Polaris Park Solar Hybrid,60607,CT,Electric utility non-cogen,PV,SUN
CMEEC - Rogers Rd Solar,60605,CT,Electric utility non-cogen,PV,SUN
CMR Solar LLC,62486,NY,Electric utility non-cogen,PV,SUN
CNE at Cambridge MD,59842,MD,Electric utility non-cogen,PV,SUN
CNMEC Solar Energy Center,62191,NM,Electric utility non-cogen,PV,SUN
CO LI CSG 1 - Kamerra,63278,CO,Electric utility non-cogen,PV,SUN
"COU Solar I, LLC",61720,NY,Electric utility non-cogen,PV,SUN
CP Middletown Solar I LLC,63374,CT,Electric utility non-cogen,PV,SUN
CP Middletown Solar II LLC,63375,CT,Electric utility non-cogen,PV,SUN
CPS 1 Community Solar,60472,TX,Electric utility non-cogen,PV,SUN
"CS Murphy Point, LLC",57687,NC,Electric utility non-cogen,PV,SUN
CSD 2 - Heritage High,59130,CA,Electric utility non-cogen,PV,SUN
CSD 2- Freedom High,59129,CA,Electric utility non-cogen,PV,SUN
CSU Fresno Solar Project,56813,CA,Electric utility non-cogen,PV,SUN
CSU Long Beach Lots 7 & 14,62028,CA,Electric utility non-cogen,PV,SUN
CSU Pueblo,58481,CO,Commercial non-cogen,PV,SUN
CSUF Nutwood Solar,60979,CA,Electric utility non-cogen,PV,SUN
CSUF State College,60978,CA,Electric utility non-cogen,PV,SUN
CSUF Trigeneration,58169,CA,Commercial cogen,"GT,PV","NG,SUN"
CU Solar Plant,58386,OH,Electric utility non-cogen,PV,SUN
Caelum Community Solar,61180,MN,Electric utility non-cogen,PV,SUN
CalCity Solar 1,63054,CA,Electric utility non-cogen,PV,SUN
CalRenew-1,56768,CA,Electric utility non-cogen,PV,SUN
Calabro Airport North Solar Project,63497,NY,Electric utility non-cogen,PV,SUN
Calabro Airport South Solar Project,63498,NY,Electric utility non-cogen,PV,SUN
Caldwell Wastewater Treatment Plant Hybrid,62027,NJ,Electric utility non-cogen,PV,SUN
California City,63516,CA,Electric utility non-cogen,PV,SUN
California PV Energy at ISD WWTP,59283,CA,Electric utility non-cogen,PV,SUN
California Valley Solar Ranch,57439,CA,Electric utility non-cogen,PV,SUN
Calipatria Solar Farm,59088,CA,Electric utility non-cogen,PV,SUN
Call Farms 1,61470,NY,Electric utility non-cogen,PV,SUN
Call Farms 3,61471,NY,Electric utility non-cogen,PV,SUN
Calpine Vineland Solar LLC,57081,NJ,Electric utility non-cogen,PV,SUN
Calverton,60452,NY,Electric utility non-cogen,PV,SUN
Camden CSD Solar Array,61604,NY,Electric utility non-cogen,PV,SUN
"Camden Dam Solar, LLC",62330,NC,Electric utility non-cogen,PV,SUN
Cameron Solar,61489,SC,Electric utility non-cogen,PV,SUN
Cameron Solar II,61326,SC,Electric utility non-cogen,PV,SUN
Camilla Solar Plant,58892,GA,Electric utility non-cogen,PV,SUN
Camp Atterbury Microgrid,63324,IN,Electric utility,PV,SUN
Camp Lejeune Solar,59966,NC,Electric utility,PV,SUN
Camp Solar Plant,58893,GA,Electric utility non-cogen,PV,SUN
Campo Verde Solar,58467,CA,Electric utility non-cogen,PV,SUN
Canandaigua Solar Array,61043,NY,Electric utility non-cogen,PV,SUN
Canandaigua Westbrook Solar Array,61042,NY,Electric utility non-cogen,PV,SUN
Candace Solar,59499,NC,Electric utility non-cogen,PV,SUN
Canis Major Solar Farm,61398,CT,Electric utility non-cogen,PV,SUN
Canis Minor Solar Farm,61408,CT,Electric utility non-cogen,PV,SUN
Cannon Garden Solar,63252,MN,Electric utility non-cogen,PV,SUN
Canopus Community Solar,61707,MN,Electric utility non-cogen,PV,SUN
Cantua Solar Station,57522,CA,Electric utility,PV,SUN
Canyon Del Oro High School Solar,60685,AZ,Electric utility non-cogen,PV,SUN
Capella Community Solar,61178,MN,Electric utility non-cogen,PV,SUN
Capricornus Community Solar Garden,61651,MN,Electric utility non-cogen,PV,SUN
Caprock Solar 1 LLC,59251,NM,Electric utility non-cogen,PV,SUN
Carina Community Solar,61179,MN,Electric utility non-cogen,PV,SUN
Carl Friedrich Gauss Solar,60882,NC,Electric utility non-cogen,PV,SUN
Carol Jean Solar,59017,NC,Electric utility non-cogen,PV,SUN
Carrier Clinic,59297,NJ,Electric utility non-cogen,PV,SUN
Carrizozo Solar,61662,NM,Electric utility non-cogen,PV,SUN
Carson Solar I,57509,CO,Electric utility non-cogen,PV,SUN
Carter PV1,59156,NC,Electric utility non-cogen,PV,SUN
Carver CSG,62763,MA,Electric utility non-cogen,PV,SUN
Carver Gladden CSG,61495,MN,Electric utility non-cogen,PV,SUN
Carver MA 1 Community Solar,60442,MA,Electric utility non-cogen,PV,SUN
Cascade Solar,58590,CA,Electric utility non-cogen,PV,SUN
Cascade Solar (TX),61875,TX,Electric utility non-cogen,PV,SUN
Case Creek Solar,63207,OR,Electric utility non-cogen,PV,SUN
Cashton Solar,62858,WI,Electric utility non-cogen,PV,SUN
Cassiopeia Community Solar,61711,MN,Electric utility non-cogen,PV,SUN
Castaic Lake Phase II,63385,CA,Electric utility non-cogen,PV,SUN
Castalia Solar,58849,NC,Electric utility non-cogen,PV,SUN
Castle Gap Solar Hybrid,60123,TX,Electric utility non-cogen,"BA,PV","MWH,SUN"
Castle Rock Vineyards,57870,CA,Commercial non-cogen,PV,SUN
Castor Solar,60277,CA,Electric utility non-cogen,PV,SUN
"Catalina Solar 2, LLC",59334,CA,Electric utility non-cogen,PV,SUN
Catalina Solar LLC,57708,CA,Electric utility non-cogen,PV,SUN
Catawba Solar LLC,60800,NC,Electric utility non-cogen,PV,SUN
Catlin Solar 1 LLC,63372,NY,Electric utility non-cogen,PV,SUN
Cattle Ranch,62632,FL,Electric utility,PV,SUN
Cecil County CCVT HS,60353,MD,Electric utility non-cogen,PV,SUN
Cedar Branch,60266,NJ,Electric utility non-cogen,PV,SUN
Cedar Creek PV,61376,NY,Electric utility non-cogen,PV,SUN
Cedar Falls Solar Farm,62321,IA,Electric utility non-cogen,PV,SUN
"Cedar Solar, LLC",60135,NC,Electric utility non-cogen,PV,SUN
Cedar Valley Solar Plant,58599,UT,Electric utility non-cogen,PV,SUN
Cedarville CSG,60757,MA,Electric utility non-cogen,PV,SUN
"Celina Solar Project #1, LLC",58665,OH,Electric utility non-cogen,PV,SUN
Centaurus Community Solar,60939,MN,Electric utility non-cogen,PV,SUN
Centaurus Solar - MA,61371,MA,Electric utility non-cogen,PV,SUN
Centinela Solar Energy,58430,CA,Electric utility non-cogen,PV,SUN
CentraState Medical Center PV Facility,59630,NJ,Commercial non-cogen,PV,SUN
Central Antelope Dry Ranch B LLC,60281,CA,Electric utility non-cogen,PV,SUN
Central Antelope Dry Ranch C,59963,CA,Electric utility non-cogen,PV,SUN
Century Drive Solar Farm,61187,NC,Electric utility non-cogen,PV,SUN
Chadbourn Farm,58311,NC,Electric utility non-cogen,PV,SUN
Chaffey College Rancho Cucamonga Campus,62150,CA,Commercial non-cogen,PV,SUN
Champion Solar,61522,SC,Electric utility non-cogen,PV,SUN
Chanel Piscataway Rooftop,63355,NJ,Electric utility non-cogen,PV,SUN
Changeup,62601,NC,Electric utility non-cogen,PV,SUN
Charlotte Solar,58722,NC,Electric utility non-cogen,PV,SUN
Charlotte Solar LLC VT,59719,VT,Electric utility non-cogen,PV,SUN
Charlton Solar I CSG,59636,MA,Electric utility non-cogen,PV,SUN
Chatham Landfill,59077,MA,Electric utility non-cogen,PV,SUN
Chattanooga Metropolitan Airport Solar,58515,TN,Commercial non-cogen,PV,SUN
Chauncey Farm LLC,59100,NC,Electric utility non-cogen,PV,SUN
"Chaves Solar, LLC",60405,NM,Electric utility non-cogen,PV,SUN
Chei Solar,59508,NC,Electric utility non-cogen,PV,SUN
Chenango Solar,63450,NY,Electric utility non-cogen,PV,SUN
Cherry Blossom Solar LLC,63505,SC,Electric utility non-cogen,PV,SUN
Cherry Hill,57734,NJ,Electric utility non-cogen,PV,SUN
Cherrydale Solar Power Facility,61375,VA,Electric utility non-cogen,PV,SUN
Chesapeake College,60465,MD,Electric utility non-cogen,PV,SUN
Chester CSG,62761,NY,Electric utility non-cogen,PV,SUN
Chester Power Partners,59755,VT,Electric utility non-cogen,PV,SUN
Chester Solar Farm,59767,MA,Electric utility non-cogen,PV,SUN
"Chester Woods Point Solar, LLC CSG",62720,MD,Electric utility non-cogen,PV,SUN
Chicopee Granby Road Solar,59626,MA,Electric utility non-cogen,PV,SUN
Chicopee River Solar,59625,MA,Electric utility non-cogen,PV,SUN
Chicopee Solar,59030,MA,Electric utility non-cogen,PV,SUN
Chillicothe Solar Farm,61223,MO,Electric utility non-cogen,PV,SUN
"Chiloquin Solar, LLC",61631,OR,Electric utility non-cogen,PV,SUN
Chimes West Friendship (Nixon Farms),59743,MD,Electric utility non-cogen,PV,SUN
Chino Solar Valley,57560,AZ,Electric utility,PV,SUN
Chisago Community Solar,60711,MN,Electric utility non-cogen,PV,SUN
"Chisago Holdco LLC, CSG",61968,MN,Electric utility non-cogen,PV,SUN
Chisago Solar,60522,MN,Electric utility non-cogen,PV,SUN
Chisum,61810,TX,Electric utility non-cogen,PV,SUN
Chittenden County Solar Partners,57481,VT,Electric utility non-cogen,PV,SUN
"Choco Solar, LLC",59899,NC,Electric utility non-cogen,PV,SUN
Chocowinity Solar LLC,58675,NC,Electric utility non-cogen,PV,SUN
Chowan Jehu Solar,62693,NC,Electric utility non-cogen,PV,SUN
Christmas Tree Shops DC Burlington NJ,58094,NJ,Electric utility non-cogen,PV,SUN
Chuckawalla Solar,58506,CA,Electric utility non-cogen,PV,SUN
Chuckawalla Valley State Prison,57011,CA,Electric utility non-cogen,PV,SUN
Church Hill,60737,MD,Electric utility non-cogen,PV,SUN
Church Road Solar LLC,62168,NC,Electric utility non-cogen,PV,SUN
Cibola,59619,NM,Electric utility,PV,SUN
Cimarron Solar Facility,57243,NM,Electric utility non-cogen,PV,SUN
Cirrus Solar LLC,58674,NC,Electric utility non-cogen,PV,SUN
Citizen B,59738,CA,Electric utility non-cogen,PV,SUN
Citizens Agawam Landfill Solar,61596,MA,Electric utility non-cogen,PV,SUN
Citizens Imperial Solar,62052,CA,Electric utility non-cogen,PV,SUN
Citrus Ridge Solar,61988,FL,Electric utility non-cogen,PV,SUN
Citrus Solar Energy Center,60061,FL,Electric utility,"BA,PV","MWH,SUN"
City & County of Denver at Denver Int'l,57645,CO,Electric utility non-cogen,PV,SUN
City of Boulder WWTP,57681,CO,Electric utility non-cogen,PV,SUN
City of Gallup Solar,62406,NM,Electric utility non-cogen,PV,SUN
City of Havre De Grace C,60668,MD,Electric utility non-cogen,PV,SUN
City of Hayward WWTP,58525,CA,Electric utility cogen,"IC,PV","NG,OBG,SUN"
City of Lexington,61467,NE,Electric utility non-cogen,PV,SUN
City of Madera WWTP,57682,CA,Electric utility non-cogen,PV,SUN
City of Pratt Solar,62931,KS,Electric utility non-cogen,PV,SUN
City of Rio Rancho WWTP,63391,NM,Electric utility non-cogen,PV,SUN
City of Rochester Solar,61804,NY,Electric utility non-cogen,PV,SUN
City of Truth or Consequences PV,59653,NM,Electric utility non-cogen,PV,SUN
City of Tulare Water Facility,59395,CA,Commercial non-cogen,PV,SUN
Claire Solar Farm,59477,VT,Electric utility non-cogen,PV,SUN
Clara City Solar,63403,MN,Electric utility non-cogen,PV,SUN
Clarendon Solar Farm,59476,VT,Electric utility non-cogen,PV,SUN
Clarke Solar Power Facility,61374,VA,Electric utility non-cogen,PV,SUN
Clarkson Solar,59623,NY,Electric utility non-cogen,PV,SUN
Clarkstown Landfill Solar Facility,60004,NY,Electric utility non-cogen,PV,SUN
Clear Garden CSG,63481,MN,Electric utility non-cogen,PV,SUN
Clear Spring Ranch PV Project,60511,CO,Electric utility non-cogen,PV,SUN
Clif Bar Bakery of Twin Falls,62151,ID,Industrial non-cogen,PV,SUN
"Cline Solar Farm, LLC",59929,NC,Electric utility non-cogen,PV,SUN
Clipperton Holdings,59213,NC,Electric utility non-cogen,PV,SUN
Cloverdale Solar Center,60813,CA,Electric utility non-cogen,PV,SUN
Cloverdale Solar I,58949,CA,Electric utility non-cogen,PV,SUN
Clyde Solar Array,60923,OH,Electric utility non-cogen,PV,SUN
CoServ Community Solar Station,60427,TX,Electric utility non-cogen,PV,SUN
CoTAL Solar Farm,60582,FL,Electric utility non-cogen,PV,SUN
"Coats Solar Farm, LLC",59937,NC,Electric utility non-cogen,PV,SUN
Cogenra - TEP,58832,AZ,Electric utility non-cogen,PV,SUN
Cogentrix of Alamosa,57368,CO,Electric utility non-cogen,PV,SUN
Cohalan,58790,NY,Electric utility non-cogen,PV,SUN
"Cohen Farm Solar, LLC",60146,NC,Electric utility non-cogen,PV,SUN
Cold River Road Solar,60912,VT,Electric utility non-cogen,PV,SUN
Colgreen North Shore Solar Farm,60825,CA,Electric utility non-cogen,PV,SUN
Colleton Solar Farm,58700,SC,Electric utility non-cogen,PV,SUN
Colon PV,59798,CA,Electric utility non-cogen,PV,SUN
Colonial Pipeline Allentown Chesterfield,63356,NJ,Electric utility non-cogen,PV,SUN
Colonial Pipeline Woodbury West Deptford,63357,NJ,Electric utility non-cogen,PV,SUN
Colonial Trail West,61985,VA,Electric utility,PV,SUN
Colton Solar,61831,OR,Electric utility non-cogen,PV,SUN
"Colton Solar One, LLC",59597,CA,Electric utility non-cogen,PV,SUN
"Colton Solar Two, LLC",59598,CA,Electric utility non-cogen,PV,SUN
Columbia 3,58502,CA,Electric utility non-cogen,PV,SUN
Columbia Bryson,62879,GA,Electric utility non-cogen,PV,SUN
"Columbia Solar Energy, LLC",59979,CA,Electric utility non-cogen,PV,SUN
Columbia University - Johnson Farms,61576,NY,Electric utility non-cogen,PV,SUN
Columbia University - Minisink,61578,NY,Electric utility non-cogen,PV,SUN
Columbus Solar Project,61165,NM,Electric utility non-cogen,PV,SUN
Comanche Solar,59656,CO,Electric utility non-cogen,PV,SUN
Comer Solar,61554,GA,Electric utility,PV,SUN
Commerce Solar,62610,TX,Electric utility,PV,SUN
Community Foodbank of NJ,60776,NJ,Electric utility non-cogen,PV,SUN
Community Solar 1,58545,CA,Electric utility non-cogen,PV,SUN
Concord Farm,59818,NC,Electric utility non-cogen,PV,SUN
Concord Solar Farm,59768,MA,Electric utility non-cogen,PV,SUN
Conejos 1 Community Solar Array,60723,CO,Electric utility non-cogen,PV,SUN
"Conetoe II Solar, LLC",59944,NC,Electric utility non-cogen,PV,SUN
Conetoe Solar,60188,NC,Electric utility non-cogen,PV,SUN
Conn Mun Electric Energy Coop,60228,CT,Electric utility non-cogen,PV,SUN
Connell East LLC,62598,NJ,Commercial non-cogen,PV,SUN
Conrath DPC Solar,60889,WI,Electric utility non-cogen,PV,SUN
Constellation New Energy Inc,58029,NJ,Electric utility non-cogen,PV,SUN
Cookstown,62600,NC,Electric utility non-cogen,PV,SUN
"Coolidge Solar 1, LLC",61959,VT,Electric utility non-cogen,PV,SUN
Cooperative Solar One,60863,KY,Electric utility,PV,SUN
Copper Mountain Solar 2,58017,NV,Electric utility non-cogen,PV,SUN
Copper Mountain Solar 3,58915,NV,Electric utility non-cogen,PV,SUN
"Copper Mountain Solar 4, LLC",59814,NV,Electric utility non-cogen,PV,SUN
Copperfield,61882,NC,Electric utility non-cogen,PV,SUN
Coral Farms Solar Energy Center,61022,FL,Electric utility,PV,SUN
Corbin Russwin Phase 3 Berlin,63358,CT,Electric utility non-cogen,PV,SUN
Corcoran,60450,CA,Electric utility non-cogen,PV,SUN
Corcoran CSG,61971,MN,Electric utility non-cogen,PV,SUN
Corcoran Solar,58374,CA,Electric utility non-cogen,PV,SUN
Corcoran Solar 2,59413,CA,Electric utility non-cogen,PV,SUN
Corcoran Solar 3,59900,CA,Electric utility non-cogen,PV,SUN
Cork Oak Solar,60637,NC,Electric utility non-cogen,PV,SUN
Cornell Geneva Solar Farm,60150,NY,Electric utility non-cogen,PV,SUN
Cornell Snyder Road Solar Array,59470,NY,Electric utility non-cogen,PV,SUN
Cornerstone Power Holmdel LLC,58536,NJ,Electric utility non-cogen,PV,SUN
Cornerstone Power Vineland I LLC,58512,NJ,Electric utility non-cogen,PV,SUN
Cornillie,61977,MN,Electric utility non-cogen,PV,SUN
Corning Pharmaceutical Glass,58359,NJ,Commercial non-cogen,PV,SUN
"Cornwall Solar Center, LLC",59663,NC,Electric utility non-cogen,PV,SUN
Coronal Lost Hills,59638,CA,Electric utility non-cogen,PV,SUN
Coronus Adelanto West 1,59536,CA,Electric utility non-cogen,PV,SUN
Coronus Adelanto West 2,59537,CA,Electric utility non-cogen,PV,SUN
